locationId,location,date,unit,country,city,isMobile,isAnalysis,entity,sensorType,latitude,longitude,co,no,no2,nox,o3,pm10,pm25,so2
1134,Hospital General de México,2023-04-07 04:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,41,22,
1134,Hospital General de México,2023-04-07 03:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,34,18,
1134,Hospital General de México,2023-04-07 02:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,52,14,
1134,Hospital General de México,2023-04-07 01:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,66,15,
1134,Hospital General de México,2023-04-07 00:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,92,17,
1134,Hospital General de México,2023-04-06 23:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,64,11,
1134,Hospital General de México,2023-04-06 22:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,52,18,
1134,Hospital General de México,2023-04-06 21:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,56,26,
1134,Hospital General de México,2023-04-06 20:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,56,26,
1134,Hospital General de México,2023-04-06 19:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,63,27,
1134,Hospital General de México,2023-04-06 18:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,67,41,
1134,Hospital General de México,2023-04-06 17:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,67,41,
1134,Hospital General de México,2023-04-06 16:00:00+00:00,µg/m³,MX,HGM,FALSE,,Governmental Organization,reference grade,19.41166667,-99.15222222,,,,,,55,33,
